,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes
14872,538350,387980,mobile,ended,7.0,,
14873,538412,164960,connect,ended,-17.0,,
14874,538548,407399,mobile,ended,7.0,,
14875,538617,390352,mobile,ended,-12.0,,
14876,538636,383427,connect,ended,-17.0,,
14877,538646,293910,mobile,ended,54.0,,
14878,538652,305917,mobile,ended,-18.0,,
14879,538738,408363,mobile,ended,317.0,,
14880,538761,384479,mobile,ended,98.0,,
14881,538845,396037,mobile,canceled,,,
14882,538848,216361,mobile,ended,-23.0,,
14883,538854,348293,connect,ended,46.0,,
14884,538910,351786,mobile,ended,-6.0,,
14885,539016,406986,mobile,canceled,,,
14886,539038,378072,connect,ended,-17.0,529169.0,720.0
14887,539188,397289,mobile,ended,32.0,,
14888,539194,299180,mobile,ended,24.0,,
14889,539295,392214,mobile,ended,,,
14890,539469,342286,mobile,ended,397.0,,
14891,539474,248926,mobile,ended,-43.0,,
14892,539499,229302,mobile,canceled,,,
14893,539519,392256,mobile,ended,,,
14894,565852,310226,mobile,ended,,,
14895,565861,397057,mobile,ended,,,
14896,565937,290600,connect,ended,-9.0,567467.0,0.0
14897,565974,304847,mobile,ended,-5.0,,
14898,566021,415672,mobile,ended,45.0,,
14899,566039,414878,mobile,ended,8.0,,
14900,566401,335490,mobile,canceled,,,
14901,566457,389348,mobile,ended,-7.0,,
14902,566469,312348,mobile,ended,-21.0,,
14903,566491,407865,mobile,ended,-25.0,,
14904,566506,389279,mobile,ended,924.0,,
14905,566576,306450,connect,canceled,,,
14906,566684,410241,mobile,canceled,,,
14907,566874,415083,mobile,canceled,,,
14908,566932,414131,mobile,canceled,,,
14909,567034,393298,mobile,ended,93.0,,
14910,567113,414473,mobile,canceled,,,
14911,567470,389728,mobile,ended,53.0,,
14912,567502,278783,mobile,ended,124.0,,
14913,567559,395649,mobile,ended,57.0,,
14914,567601,373436,mobile,ended,18.0,,
14915,567677,370185,mobile,ended,32.0,,
14916,567919,368269,mobile,canceled,,,
14917,568023,357253,mobile,ended,24.0,,
14918,568112,395228,mobile,ended,145.0,563130.0,0.0
14919,568122,415958,mobile,ended,34.0,,
14920,568238,242967,mobile,ended,-84.0,,
14921,568344,412996,mobile,ended,,,
14922,568551,415081,mobile,ended,,,
14923,568580,403896,mobile,ended,60.0,,
14924,568719,384007,mobile,ended,,,
14925,568723,359885,mobile,ended,74.0,,
14926,568835,380915,mobile,ended,6.0,,
14927,568885,410956,mobile,ended,-11.0,,
14928,569177,340579,connect,ended,-38.0,,
14929,569185,313952,mobile,ended,-85.0,,
14930,569324,329422,mobile,ended,50.0,,
14931,569560,290600,connect,ended,-131.0,,
14932,569831,361846,mobile,ended,-90.0,,
14933,569892,315715,mobile,ended,19.0,,
14934,569939,415327,mobile,ended,,,
14935,570005,356914,mobile,ended,,,
14936,570098,410702,mobile,canceled,,562806.0,150.0
14937,570200,376876,mobile,ended,19.0,,
14938,570202,337311,mobile,ended,13.0,,
14939,570240,285452,connect,ended,101.0,,
14940,570764,230675,mobile,ended,211.0,564217.0,690.0
14941,570796,385721,connect,ended,43.0,,
14942,570983,355444,connect,ended,-61.0,,
14943,571031,283399,mobile,ended,-5.0,,
14944,571138,411330,mobile,ended,,,
14945,571270,395385,mobile,ended,1450.0,,
14946,571273,297511,mobile,ended,9.0,,
14947,571299,378375,mobile,ended,210.0,,
14948,571472,377189,mobile,ended,358.0,,
14949,571644,397965,mobile,ended,-294.0,,
14950,571681,412381,mobile,ended,75.0,,
14951,572042,301300,mobile,ended,16.0,,
14952,572366,389958,mobile,ended,-45.0,,
14953,572663,318692,mobile,ended,14.0,,
14954,572707,241021,connect,canceled,,574151.0,0.0
14955,572868,392752,mobile,ended,31.0,,
14956,573132,407529,mobile,ended,84.0,,
14957,573350,301068,mobile,ended,1.0,530691.0,0.0
14958,573462,160062,mobile,ended,-88.0,,
14959,573520,392490,mobile,ended,-81.0,,
14960,573705,388795,mobile,canceled,,,
14961,573797,411207,mobile,ended,57.0,,
14962,573830,366164,connect,ended,,,
14963,573893,335276,connect,ended,-19.0,,
14964,574228,372468,mobile,canceled,,,
14965,574540,403962,connect,ended,153.0,,
14966,574755,373802,mobile,ended,-16.0,571574.0,30.0
14967,574786,295860,mobile,ended,65.0,,
14968,576195,349066,mobile,canceled,,,
14969,539458,366135,mobile,ended,37.0,,
14970,539671,405315,mobile,ended,-82.0,,
14971,539679,349986,mobile,ended,-121.0,,
14972,539687,395953,mobile,canceled,,,
14973,539734,397869,mobile,ended,157.0,,
14974,539806,392080,mobile,ended,-24.0,,
14975,539833,374007,mobile,ended,-65.0,,
14976,539930,288435,mobile,ended,85.0,,
14977,539975,408927,mobile,ended,-103.0,,
14978,539981,366981,connect,ended,75.0,,
14979,540023,401021,mobile,ended,-9.0,,
14980,540072,312603,connect,ended,-158.0,,
14981,540173,369039,mobile,ended,,,
14982,540202,408267,mobile,ended,-115.0,537171.0,30.0
14983,540251,220952,mobile,canceled,,,
14984,540399,379316,mobile,ended,106.0,,
14985,540411,196909,mobile,ended,3.0,,
14986,540497,204293,mobile,ended,-4.0,,
14987,540525,397333,mobile,ended,-11.0,,
14988,540590,333407,mobile,ended,-57.0,,
14989,540613,314221,mobile,ended,51.0,,
14990,540783,381857,connect,ended,-221.0,,
14991,540808,368467,mobile,canceled,,,
14992,540811,364530,mobile,ended,-30.0,,
14993,540888,314605,mobile,ended,433.0,,
14994,541007,366912,mobile,canceled,,,
14995,541015,329186,mobile,ended,4.0,,
14996,541055,390172,mobile,ended,12.0,,
14997,541144,192179,connect,ended,46.0,,
14998,541149,380785,mobile,ended,109.0,,
14999,541259,351998,mobile,canceled,,,
15000,541298,360624,mobile,ended,-33.0,,
15001,541304,348526,connect,ended,121.0,,
15002,541306,407026,mobile,ended,141.0,,
15003,564485,290726,connect,ended,-42.0,554952.0,480.0
15004,564552,359294,mobile,canceled,,,
15005,564554,403254,connect,canceled,,,
15006,564856,283654,mobile,ended,-353.0,,
15007,564895,375759,mobile,ended,112.0,,
15008,564918,269871,mobile,ended,33.0,,
15009,565054,385574,connect,ended,-216.0,,
15010,565065,346873,mobile,ended,383.0,,
15011,565066,415563,mobile,ended,79.0,,
15012,565146,334778,mobile,ended,12.0,,
15013,565172,398974,mobile,canceled,,,
15014,565250,310404,mobile,ended,31.0,,
15015,565411,341648,mobile,ended,18.0,,
15016,565517,386961,mobile,ended,-33.0,,
15017,565593,386089,mobile,ended,2.0,,
15018,565700,308073,connect,ended,55.0,,
15019,565754,412916,mobile,ended,-22.0,,
15020,565811,394591,mobile,ended,64.0,,
15021,565838,349302,mobile,ended,-34.0,,
15022,565875,276751,mobile,ended,2.0,,
15023,565955,342710,connect,ended,-84.0,,
15024,566046,361634,mobile,canceled,,,
15025,566050,411419,mobile,ended,12.0,,
15026,566085,341965,mobile,ended,-37.0,,
15027,566170,245154,connect,ended,-2.0,,
15028,566176,403552,mobile,ended,118.0,,
15029,566305,403187,mobile,ended,25.0,,
15030,566419,332400,mobile,ended,6.0,,
15031,566431,377591,connect,ended,27.0,,
15032,566446,309027,connect,ended,-79.0,,
15033,566721,358567,connect,ended,-40.0,,
15034,566765,402123,mobile,canceled,,,
15035,566771,401439,mobile,ended,,,
15036,566798,375126,connect,ended,50.0,,
15037,566891,317361,connect,ended,-266.0,,
15038,566951,414939,mobile,canceled,,,
15039,566960,374169,connect,canceled,,,
15040,566983,339591,mobile,ended,-50.0,,
15041,566988,337986,mobile,ended,30.0,,
15042,567121,297973,mobile,ended,-275.0,,
15043,567172,399347,mobile,ended,436.0,,
15044,567318,374356,mobile,ended,34.0,,
15045,567403,401707,mobile,ended,85.0,,
15046,567452,339118,mobile,ended,,,
15047,567456,255967,mobile,ended,36.0,,
15048,567595,266589,mobile,ended,60.0,,
15049,567721,400436,mobile,canceled,,,
15050,567729,412750,mobile,ended,17.0,,
15051,567759,397320,mobile,ended,9.0,,
15052,567862,413225,mobile,ended,,,
15053,567892,205981,mobile,ended,270.0,,
15054,567927,182793,mobile,ended,85.0,,
15055,568007,414878,mobile,ended,123.0,566039.0,300.0
15056,568080,357875,mobile,ended,85.0,,
15057,568166,409614,mobile,ended,96.0,,
15058,568202,398326,mobile,ended,123.0,,
15059,568290,363433,mobile,ended,99.0,,
15060,568441,372468,mobile,ended,-38.0,,
15061,568444,353425,connect,ended,-27.0,557068.0,90.0
15062,568452,318782,connect,canceled,,,
15063,568500,312603,connect,ended,0.0,565109.0,60.0
15064,568557,413324,mobile,ended,,,
15065,568651,376264,mobile,ended,82.0,,
15066,568727,388396,mobile,ended,-71.0,,
15067,568765,354831,mobile,ended,18.0,,
15068,568771,374741,connect,ended,-140.0,,
15069,568821,184847,mobile,ended,106.0,,
15070,568830,369757,mobile,ended,-109.0,,
15071,568866,391693,mobile,ended,96.0,,
15072,568927,234481,mobile,ended,,,
15073,569206,385274,mobile,canceled,,,
15074,569360,311943,mobile,ended,87.0,,
15075,569502,363761,mobile,ended,-863.0,,
15076,569537,370648,mobile,ended,-185.0,,
15077,569597,371726,mobile,ended,-85.0,,
15078,569612,220163,mobile,ended,2.0,,
15079,569627,358895,connect,canceled,,,
15080,569850,406104,mobile,ended,55.0,,
15081,570522,414201,mobile,ended,84.0,,
15082,570566,296967,connect,ended,-21.0,,
15083,570659,371387,mobile,ended,-142.0,,
15084,570888,265239,connect,ended,-21.0,551401.0,270.0
15085,571020,394003,mobile,ended,-131.0,,
15086,571060,369493,mobile,ended,88.0,,
15087,571492,326069,mobile,ended,3.0,,
15088,571513,317780,mobile,ended,26.0,,
15089,571612,216711,mobile,ended,24.0,,
15090,571693,351319,mobile,ended,-231.0,,
15091,571863,406124,connect,canceled,,,
15092,571936,248926,mobile,ended,4.0,567346.0,60.0
15093,571965,376491,connect,ended,17.0,,
15094,572063,384479,mobile,ended,297.0,,
15095,572064,371980,mobile,ended,86.0,,
15096,572237,376186,mobile,canceled,,,
15097,572331,397728,mobile,ended,49.0,,
15098,572389,203963,connect,ended,-32.0,,
15099,572526,405022,mobile,ended,46.0,,
15100,572582,381352,mobile,ended,1.0,,
15101,572668,373233,mobile,ended,68.0,,
15102,573169,375892,connect,ended,,,
15103,573482,254689,connect,ended,16.0,,
15104,573519,349302,mobile,ended,24.0,,
15105,574285,258837,mobile,ended,64.0,,
15106,574297,373511,mobile,ended,3.0,,
15107,574418,300505,connect,ended,,,
15108,574491,317330,connect,ended,33.0,,
15109,574492,316567,mobile,ended,-17.0,,
15110,574527,397599,mobile,ended,87.0,572793.0,660.0
15111,574676,405611,connect,ended,35.0,,
15112,575055,302462,connect,canceled,,,
15113,540096,321769,mobile,ended,2963.0,,
15114,540159,241021,connect,ended,-204.0,,
15115,540160,399110,mobile,canceled,,,
15116,540175,368724,mobile,ended,46.0,,
15117,540269,403153,mobile,ended,-134.0,537244.0,660.0
15118,540309,194458,mobile,ended,-20.0,,
15119,540325,287500,mobile,ended,-20.0,,
15120,540516,291235,mobile,ended,-11.0,,
15121,540541,349667,mobile,ended,-126.0,,
15122,540588,203906,mobile,ended,31.0,,
15123,540648,346617,mobile,ended,110.0,,
15124,540710,374007,mobile,ended,73.0,,
15125,540792,394884,mobile,ended,,,
15126,540843,249877,mobile,ended,-112.0,,
15127,540876,353274,mobile,ended,19.0,,
15128,540922,369702,mobile,ended,46.0,,
15129,541066,356317,mobile,ended,-71.0,,
15130,541166,357576,connect,ended,175.0,,
15131,541185,391747,mobile,ended,1477.0,,
15132,541472,245617,mobile,ended,-68.0,,
15133,541586,406109,mobile,ended,44.0,,
15134,541637,372027,mobile,ended,21.0,,
15135,541694,359887,mobile,ended,101.0,,
15136,541707,320924,mobile,ended,-293.0,,
15137,541770,320432,mobile,ended,517.0,,
15138,541834,357221,mobile,ended,,,
15139,541865,410418,mobile,canceled,,,
15140,541911,348294,connect,canceled,,544326.0,720.0
15141,542073,391816,mobile,ended,55.0,,
15142,542189,407036,mobile,ended,1.0,,
15143,542283,322025,mobile,ended,800.0,,
15144,542319,296523,mobile,ended,37.0,,
15145,542386,370029,mobile,ended,-31.0,,
15146,542521,270397,mobile,canceled,,,
15147,542561,374684,mobile,ended,-1.0,545068.0,720.0
15148,542614,365315,connect,ended,-272.0,,
15149,542688,365849,mobile,ended,-17.0,,
15150,542949,380526,mobile,ended,39.0,,
15151,543081,398959,mobile,ended,296.0,,
15152,543161,232763,connect,ended,-6.0,,
15153,543260,344019,mobile,ended,125.0,,
15154,543286,399394,mobile,ended,6.0,,
15155,543299,229495,mobile,ended,67.0,,
15156,543300,312572,mobile,ended,-141.0,,
15157,543326,373864,connect,ended,85.0,,
15158,543333,409197,mobile,ended,3.0,,
15159,543387,406984,mobile,canceled,,,
15160,543397,380866,mobile,canceled,,,
15161,543501,373198,mobile,ended,20.0,,
15162,543538,305307,mobile,canceled,,,
15163,543584,401606,mobile,ended,-42.0,,
15164,543589,373233,mobile,canceled,,,
15165,543701,266557,mobile,ended,-144.0,,
15166,544004,192409,mobile,ended,40.0,506069.0,270.0
15167,544037,350454,mobile,ended,-8.0,,
15168,544056,289570,mobile,ended,2725.0,534205.0,30.0
15169,544077,381708,connect,ended,121.0,,
15170,544120,350873,connect,canceled,,,
15171,544127,381405,mobile,canceled,,,
15172,544156,330512,mobile,ended,-6.0,,
15173,544158,242437,mobile,ended,3.0,542867.0,0.0
15174,544214,298388,mobile,ended,-11.0,,
15175,544230,391153,mobile,ended,9.0,,
15176,544232,164960,connect,ended,7.0,,
15177,544409,313098,mobile,ended,5682.0,,
15178,540194,392479,mobile,ended,9.0,556565.0,360.0
15179,540255,343773,mobile,ended,104.0,,
15180,540257,401537,mobile,canceled,,,
15181,540284,304055,mobile,ended,-235.0,,
15182,540335,301272,mobile,ended,-51.0,,
15183,540352,307845,mobile,ended,35.0,,
15184,540391,371541,connect,ended,-44.0,,
15185,540521,409808,mobile,ended,-144.0,,
15186,540659,372878,mobile,ended,-4.0,,
15187,540759,332355,mobile,ended,105.0,,
15188,540950,310966,mobile,ended,,,
15189,540956,362199,connect,ended,-62.0,,
15190,541004,221219,mobile,ended,,,
15191,541061,317326,mobile,ended,116.0,,
15192,541167,307819,mobile,canceled,,,
15193,541254,386992,mobile,ended,,,
15194,541260,330792,mobile,ended,38.0,,
15195,541276,410248,mobile,ended,949.0,,
15196,541292,389761,mobile,ended,,,
15197,541328,292692,mobile,ended,2.0,,
15198,541387,389094,mobile,ended,-15.0,,
15199,541395,381914,mobile,ended,61.0,,
15200,541409,409985,mobile,ended,22.0,,
15201,541537,313666,mobile,ended,434.0,,
15202,541548,397710,mobile,ended,57.0,,
15203,541679,383104,mobile,ended,-24.0,,
15204,541759,245954,mobile,canceled,,,
15205,541798,377172,mobile,ended,4.0,,
15206,541894,355900,connect,ended,-118.0,,
15207,541928,227830,mobile,ended,-18.0,,
15208,541937,370312,mobile,canceled,,,
15209,541941,314787,mobile,ended,-83.0,,
15210,541956,383928,mobile,ended,64.0,,
15211,542077,367608,connect,canceled,,,
15212,542217,293166,mobile,canceled,,,
15213,542228,348412,mobile,ended,-103.0,,
15214,542241,390467,connect,ended,-16.0,537405.0,0.0
15215,542262,296038,mobile,canceled,,,
15216,542477,358023,mobile,ended,270.0,,
15217,542578,356183,mobile,ended,-63.0,,
15218,542622,354331,mobile,ended,-9.0,,
15219,542633,317024,mobile,ended,-27.0,,
15220,542672,349752,mobile,ended,29.0,,
15221,542973,334924,mobile,ended,12.0,,
15222,543032,353274,mobile,ended,-237.0,,
15223,543055,405005,connect,ended,-26.0,551169.0,720.0
15224,543087,291389,mobile,ended,96.0,,
15225,543093,349605,connect,ended,-45.0,,
15226,543269,365961,mobile,ended,-115.0,535195.0,210.0
15227,543285,328135,connect,canceled,,,
15228,543435,372567,mobile,ended,370.0,,
15229,543463,350516,mobile,ended,-22.0,,
15230,543675,338386,mobile,ended,539.0,,
15231,543781,342154,connect,canceled,,537496.0,240.0
15232,543790,347873,connect,ended,-200.0,,
15233,543861,358082,connect,ended,-41.0,542942.0,120.0
15234,543929,215949,mobile,canceled,,,
15235,543980,334190,connect,ended,-42.0,,
15236,544187,281047,mobile,ended,71.0,,
15237,544269,353425,connect,ended,-71.0,,
15238,544591,360418,mobile,ended,-22.0,,
15239,544609,403485,mobile,ended,5.0,,
15240,544647,301512,mobile,ended,-2.0,,
15241,544709,342710,connect,ended,-9.0,,
15242,544915,410856,mobile,ended,65.0,,
15243,544919,408267,mobile,ended,1236.0,,
15244,544961,346392,mobile,ended,-18.0,,
15245,545191,394043,mobile,ended,38.0,,
15246,545200,400181,mobile,ended,-45.0,,
15247,545265,387753,connect,ended,-483.0,546021.0,720.0
15248,545297,353078,mobile,ended,-62.0,,
15249,545324,381976,mobile,ended,-5.0,,
15250,545376,304847,mobile,ended,,,
15251,545414,178464,mobile,ended,33.0,,
15252,545454,369447,connect,ended,-72.0,,
15253,545501,337311,mobile,canceled,,,
15254,545529,388219,mobile,ended,-1.0,,
15255,545715,405005,connect,ended,47.0,,
15256,545754,389498,mobile,ended,-74.0,,
15257,545853,370564,mobile,ended,-4.0,,
15258,545920,313952,mobile,ended,-10.0,,
15259,546002,403153,mobile,canceled,,,
15260,546021,387753,connect,ended,-5.0,,
15261,546023,193909,mobile,ended,,,
15262,546041,264513,mobile,ended,-694.0,,
15263,546158,286751,mobile,ended,1113.0,,
15264,546214,386880,mobile,ended,1203.0,536671.0,330.0
15265,546247,339607,mobile,ended,-212.0,,
15266,546340,342699,connect,ended,-1.0,,
15267,546455,376369,mobile,ended,-78.0,,
15268,546481,338465,mobile,ended,79.0,,
15269,546596,293677,mobile,ended,155.0,,
15270,546641,371387,mobile,ended,-1005.0,549907.0,60.0
15271,546672,227087,mobile,ended,-131.0,,
15272,546762,392805,mobile,ended,1.0,,
15273,546897,282486,mobile,ended,,,
15274,546941,396105,mobile,ended,7.0,,
15275,546943,368432,mobile,ended,0.0,560801.0,0.0
15276,547042,390509,connect,ended,22.0,,
15277,547064,383625,connect,ended,-29.0,,
15278,547089,341648,mobile,canceled,,,
15279,547186,334561,mobile,ended,107.0,,
15280,547239,267735,mobile,ended,972.0,,
15281,547370,349678,connect,ended,-42.0,,
15282,547383,290600,connect,ended,19.0,,
15283,547427,387559,mobile,ended,9.0,,
15284,547430,411521,mobile,ended,-3.0,547755.0,210.0
15285,547554,379481,mobile,ended,110.0,,
15286,547618,363746,mobile,ended,,,
15287,547758,314107,connect,ended,89.0,,
15288,547782,388596,mobile,ended,16.0,,
15289,547814,376760,connect,ended,8.0,,
15290,547913,410887,mobile,ended,-183.0,,
15291,547915,372878,mobile,canceled,,,
15292,547929,394260,mobile,ended,58.0,,
15293,547982,402359,mobile,ended,9.0,,
15294,547985,411235,mobile,canceled,,,
15295,548294,330954,mobile,ended,-26.0,,
15296,548578,398063,mobile,ended,-100.0,,
15297,548674,377241,mobile,canceled,,,
15298,548794,405489,mobile,ended,171.0,,
15299,548856,263907,mobile,ended,49.0,,
15300,548890,311923,connect,canceled,,,
15301,548894,364464,connect,canceled,,,
15302,548988,336886,mobile,ended,-7.0,,
15303,549088,407681,mobile,ended,-142.0,,
15304,549186,383462,connect,ended,-87.0,,
15305,549187,409695,mobile,ended,-39.0,,
15306,549263,393968,connect,ended,-47.0,,
15307,549308,293971,mobile,ended,,,
15308,549310,401983,mobile,canceled,,,
15309,549462,381708,connect,ended,142.0,548698.0,60.0
15310,549476,389094,mobile,canceled,,,
15311,549489,386981,mobile,ended,37.0,,
15312,549539,300505,connect,canceled,,,
15313,549576,399834,mobile,ended,,,
15314,549615,390608,connect,ended,2.0,,
15315,549623,389648,mobile,ended,-2.0,,
15316,549643,358920,mobile,ended,16.0,,
15317,549754,382643,mobile,ended,69.0,,
15318,549797,359641,mobile,ended,156.0,,
15319,549841,412173,mobile,ended,140.0,,
15320,549858,329202,mobile,ended,-48.0,,
15321,549869,267414,mobile,ended,24.0,,
15322,549887,345246,mobile,ended,-28.0,,
15323,549892,316678,connect,ended,23.0,,
15324,550096,312603,connect,ended,7.0,,
15325,550129,339149,connect,canceled,,,
15326,550133,301422,mobile,ended,453.0,,
15327,550161,378003,connect,canceled,,,
15328,550197,398247,mobile,ended,-3.0,,
15329,550239,409400,mobile,ended,190.0,,
15330,550422,409625,mobile,ended,44.0,,
15331,550612,203745,mobile,ended,604.0,,
15332,550778,384156,mobile,ended,16.0,,
15333,550788,230076,mobile,ended,46.0,,
15334,550804,411742,mobile,ended,461.0,,
15335,550873,379808,mobile,ended,9.0,,
15336,550879,169177,mobile,ended,760.0,,
15337,550940,364052,mobile,ended,-87.0,,
15338,551001,311116,mobile,canceled,,,
15339,551024,395385,mobile,ended,59.0,,
15340,551029,383110,connect,ended,58.0,,
15341,551114,388222,mobile,ended,-11.0,,
15342,551361,340217,mobile,ended,44.0,,
15343,551381,380708,connect,canceled,,,
15344,551409,310518,mobile,ended,11.0,,
15345,551452,360902,mobile,ended,-20.0,,
15346,551623,289496,connect,canceled,,,
15347,551662,400417,mobile,ended,55.0,,
15348,551684,391599,mobile,ended,213.0,,
15349,551697,411776,mobile,ended,-123.0,,
15350,551712,357976,mobile,ended,9852.0,,
15351,551760,321273,mobile,ended,-3.0,,
15352,551866,316449,mobile,ended,153.0,,
15353,551892,376491,connect,ended,-96.0,550998.0,540.0
15354,551957,359045,connect,ended,3.0,546597.0,30.0
15355,551983,264870,mobile,ended,-1.0,550875.0,150.0
15356,552051,406027,connect,canceled,,,
15357,552272,371387,mobile,ended,-118.0,,
15358,552321,356977,mobile,ended,-86.0,,
15359,552357,257398,mobile,ended,,,
15360,552439,304582,mobile,ended,-91.0,,
15361,552529,284309,mobile,ended,708.0,,
15362,552571,356540,mobile,ended,,,
15363,552582,251447,connect,ended,-60.0,549512.0,630.0
15364,552780,295496,mobile,ended,,,
15365,552909,265917,mobile,ended,69.0,,
15366,553013,412381,mobile,ended,20.0,,
15367,553019,341431,mobile,ended,,,
15368,553020,405291,mobile,ended,11.0,,
15369,553115,407820,mobile,ended,9.0,,
15370,553133,396178,mobile,ended,,,
15371,553222,390039,mobile,ended,-417.0,,
15372,553285,337414,connect,canceled,,,
15373,544605,304392,connect,ended,-7.0,528643.0,120.0
15374,544697,405481,mobile,ended,1051.0,,
15375,544762,300505,connect,ended,-67.0,548050.0,90.0
15376,544785,317513,mobile,ended,-8.0,,
15377,545074,327806,mobile,ended,59.0,,
15378,545103,389167,mobile,ended,7.0,,
15379,545119,399667,mobile,canceled,,,
15380,545130,401262,mobile,ended,18.0,,
15381,545144,354712,mobile,ended,28.0,,
15382,545170,380478,mobile,ended,878.0,,
15383,545368,401661,mobile,ended,-62.0,,
15384,545372,202057,mobile,ended,-431.0,,
15385,545399,409104,mobile,ended,7.0,,
15386,545465,310518,mobile,ended,-51.0,,
15387,545467,383949,mobile,ended,50.0,,
15388,545486,336522,mobile,ended,6.0,545384.0,420.0
15389,545555,397205,mobile,ended,,,
15390,545573,367426,mobile,ended,13.0,,
15391,545585,394656,connect,ended,34.0,,
15392,545638,411250,mobile,ended,-128.0,,
15393,545714,375126,connect,ended,3.0,,
15394,545731,409227,mobile,ended,-12.0,545485.0,300.0
15395,545756,291982,mobile,ended,87.0,,
15396,545846,388617,mobile,ended,191.0,,
15397,545867,294680,mobile,canceled,,,
15398,545887,403054,mobile,ended,14.0,,
15399,546212,411127,mobile,ended,,,
15400,546288,342192,mobile,ended,-89.0,,
15401,546367,324635,mobile,ended,-298.0,,
15402,546375,314456,connect,canceled,,,
15403,546434,323777,mobile,ended,-679.0,,
15404,546492,347781,mobile,ended,175.0,,
15405,546510,378902,mobile,canceled,,,
15406,546605,194340,connect,ended,-308.0,,
15407,546638,382920,mobile,ended,63.0,,
15408,546667,402083,connect,ended,272.0,,
15409,546747,241818,mobile,ended,-9.0,,
15410,546864,352650,connect,ended,-78.0,,
15411,546937,206938,mobile,ended,110.0,,
15412,546969,388795,mobile,ended,104.0,,
15413,547065,404791,mobile,ended,89.0,,
15414,547103,392656,mobile,ended,,542106.0,450.0
15415,547180,296815,connect,ended,-185.0,,
15416,547299,321676,mobile,ended,-156.0,549756.0,30.0
15417,547367,298156,mobile,canceled,,,
15418,547499,344988,mobile,ended,-78.0,,
15419,547527,270688,mobile,ended,-98.0,,
15420,547592,225243,mobile,ended,-69.0,,
15421,547594,407397,mobile,ended,-31.0,,
15422,547623,411609,mobile,ended,,,
15423,547658,361040,mobile,ended,-8.0,,
15424,547806,382130,mobile,ended,25.0,,
15425,547818,402654,mobile,ended,,,
15426,547873,392802,mobile,ended,56.0,,
15427,547874,384942,mobile,ended,,,
15428,547896,354598,mobile,canceled,,,
15429,547949,262358,mobile,ended,29.0,,
15430,548018,363624,mobile,ended,179.0,,
15431,548019,381470,mobile,ended,43.0,,
15432,548116,316817,mobile,canceled,,,
15433,548190,349678,connect,canceled,,547238.0,180.0
15434,548245,386092,mobile,ended,209.0,,
15435,538062,368724,mobile,ended,72.0,,
15436,538150,197912,mobile,ended,-16.0,,
15437,538196,337750,mobile,ended,1.0,,
15438,538198,369516,mobile,ended,-74.0,,
15439,538261,192643,mobile,ended,1561.0,,
15440,538347,406811,mobile,ended,16.0,,
15441,538571,372757,mobile,ended,,,
15442,538579,167938,mobile,ended,,,
15443,538616,407074,mobile,ended,-133.0,,
15444,538641,376353,mobile,canceled,,,
15445,538679,350502,connect,ended,-19.0,,
15446,538694,270397,mobile,canceled,,,
15447,538836,340024,mobile,ended,199.0,,
15448,538970,381787,connect,ended,-130.0,,
15449,538991,337986,mobile,ended,-14.0,,
15450,549542,345778,mobile,ended,2.0,,
15451,549593,381787,connect,ended,-2.0,,
15452,549606,412028,mobile,ended,567.0,,
15453,549701,395266,mobile,ended,-57.0,546447.0,150.0
15454,549737,193909,mobile,ended,-987.0,,
15455,549815,312434,mobile,ended,296.0,,
15456,549816,375166,mobile,ended,95.0,,
15457,549844,320970,mobile,canceled,,,
15458,550090,360460,connect,canceled,,,
15459,550249,400952,mobile,ended,0.0,,
15460,550387,358054,mobile,ended,28.0,,
15461,550447,242626,mobile,canceled,,,
15462,550477,408382,mobile,ended,-12.0,,
15463,550644,376503,mobile,ended,-56.0,,
15464,550663,407576,mobile,ended,67.0,,
15465,550667,363310,mobile,canceled,,,
15466,550809,226909,mobile,ended,65.0,,
15467,550840,308038,connect,canceled,,,
15468,550957,337582,mobile,ended,93.0,,
15469,550968,385999,mobile,ended,0.0,,
15470,551021,388895,mobile,canceled,,,
15471,551059,338490,mobile,canceled,,,
15472,551070,359800,mobile,ended,-40.0,548225.0,60.0
15473,551082,227087,mobile,ended,29.0,,
15474,551129,285007,mobile,ended,-46.0,,
15475,551420,377781,mobile,ended,-113.0,,
15476,551432,285158,mobile,ended,76.0,,
15477,551504,330318,mobile,ended,3.0,,
15478,551626,308453,mobile,ended,-2.0,,
15479,551629,381938,mobile,ended,317.0,,
15480,551683,348690,mobile,canceled,,,
15481,551721,402947,mobile,ended,-16.0,,
15482,551724,228703,connect,ended,102.0,549401.0,30.0
15483,551737,410687,mobile,ended,-16.0,,
15484,551762,309580,connect,canceled,,,
15485,552196,278701,mobile,ended,13463.0,,
15486,552212,343339,mobile,ended,14.0,,
15487,552222,405564,mobile,ended,,,
15488,552348,398172,mobile,ended,-69.0,,
15489,552442,385642,mobile,ended,38.0,,
15490,552469,267735,mobile,ended,273.0,,
15491,552750,412569,mobile,canceled,,,
15492,552771,385131,connect,ended,-777.0,,
15493,552984,372858,mobile,ended,367.0,,
15494,553027,363415,mobile,ended,13.0,,
15495,553043,412531,mobile,ended,-9.0,,
15496,553053,203906,mobile,ended,-669.0,,
15497,553086,314430,mobile,canceled,,,
15498,553113,409636,mobile,ended,116.0,,
15499,553188,309070,connect,canceled,,,
